image_name,pixelwise_rmse
series_001_slice_098,1.4589124710360561
series_001_slice_099,1.4514780863843264
series_002_slice_000,1.587942275067111
series_002_slice_001,1.5725033787628895
series_002_slice_002,1.564991909408375
series_002_slice_003,1.5648029902954237
series_002_slice_004,1.565007753200643
series_002_slice_005,1.556284022438094
series_002_slice_006,1.555872173481756
series_002_slice_007,1.5465568446489346
series_002_slice_008,1.5615035885425463
series_002_slice_009,1.5648931867814992
series_002_slice_010,1.5548935950079912
series_002_slice_011,1.5651881173754922
series_002_slice_012,1.5574809526041111
series_002_slice_013,1.5575617765418297
series_002_slice_014,1.5569040417805138
series_002_slice_015,1.55358418175986
series_002_slice_016,1.543869644038383
series_002_slice_017,1.5286431992186986
series_002_slice_018,1.5284872238129357
series_002_slice_019,1.5235939923629436
series_002_slice_020,1.526303144149876
series_002_slice_021,1.5365111605943054
series_002_slice_022,1.5316373374103966
series_002_slice_023,1.5296759787136345
series_002_slice_024,1.525999448363678
series_002_slice_025,1.5364404019963542
series_002_slice_026,1.5413497736580946
series_002_slice_027,1.573060018646976
series_002_slice_028,1.5584640257731028
series_002_slice_029,1.5611859709023097
series_002_slice_030,1.5469428153537574
series_002_slice_031,1.5531224947320086
series_002_slice_032,1.5564310849401488
series_002_slice_033,1.5554038079737926
series_002_slice_034,1.552535364605138
series_002_slice_035,1.5499975881250136
series_002_slice_036,1.5480718125041621
series_002_slice_037,1.5539880453899393
series_002_slice_038,1.556281571278656
series_002_slice_039,1.5581886319519023
series_002_slice_040,1.5573719561068156
series_002_slice_041,1.5591883851575332
series_002_slice_042,1.570860202603353
series_002_slice_043,1.5693137565521773
series_002_slice_044,1.5589804109978418
series_002_slice_045,1.5625927706834521
series_002_slice_046,1.552219598237422
series_002_slice_047,1.5411950842114883
series_002_slice_048,1.5433061834354447
series_002_slice_049,1.5311939462795192
series_002_slice_050,1.529659768964675
series_002_slice_051,1.5292357606722222
series_002_slice_052,1.527058996793346
series_002_slice_053,1.5202264837884252
series_002_slice_054,1.5250229630539327
series_002_slice_055,1.5238205648203895
series_002_slice_056,1.5243211579833762
series_002_slice_057,1.5387080215194437
series_002_slice_058,1.5571563900100782
series_002_slice_059,1.5940958283647084
series_002_slice_060,1.5761670345340792
series_002_slice_061,1.5369803193916522
series_002_slice_062,1.5284822323371352
series_002_slice_063,1.5318029534133748
series_002_slice_064,1.5257581983505724
series_002_slice_065,1.5308177104243432
series_002_slice_066,1.5311055017918223
series_002_slice_067,1.5196530016294272
series_002_slice_068,1.5220546608532166
series_002_slice_069,1.5320469864694097
series_002_slice_070,1.5336409605729973
series_002_slice_071,1.5401576449471213
series_002_slice_072,1.5505795287569097
series_002_slice_073,1.5501107945375379
series_002_slice_074,1.5498376084444552
series_002_slice_075,1.5448156964145179
series_002_slice_076,1.5447984108377872
series_002_slice_077,1.539431764870209
series_002_slice_078,1.5369914880937552
series_002_slice_079,1.5281527588864234
series_002_slice_080,1.529012485530515
series_002_slice_081,1.52363905918233
series_002_slice_082,1.5109880440906094
series_002_slice_083,1.5178696832218965
series_002_slice_084,1.5260781901114977
series_002_slice_085,1.527498593493624
series_002_slice_086,1.5238743864741455
series_002_slice_087,1.5361486435333322
series_002_slice_088,1.530483754791811
series_002_slice_089,1.5375498197594077
series_002_slice_090,1.5316149218386546
series_002_slice_091,1.5378103051637964
series_002_slice_092,1.5369604637208518
series_002_slice_093,1.5347871991993456
series_002_slice_094,1.545305785501085
series_002_slice_095,1.5372669570590611
series_002_slice_096,1.5307815769495414
series_002_slice_097,1.530589681446082
series_002_slice_098,1.525990699029778
series_002_slice_099,1.5328846205796982
series_003_slice_000,1.463415970840464
series_003_slice_001,1.4589726091393045
series_003_slice_002,1.4681849914739808
series_003_slice_003,1.4622633522481936
series_003_slice_004,1.4602323247972606
series_003_slice_005,1.4633403743728017
series_003_slice_006,1.4736713179404397
series_003_slice_007,1.4813033597324645
series_003_slice_008,1.4850802703638037
series_003_slice_009,1.4809942998576793
series_003_slice_010,1.4803746981173962
series_003_slice_011,1.4861664251726814
series_003_slice_012,1.4861381900653463
series_003_slice_013,1.484498350138019
series_003_slice_014,1.484850355629577
series_003_slice_015,1.4775400306713615
series_003_slice_016,1.4752456201909492
series_003_slice_017,1.4696003501663248
series_003_slice_018,1.4646718649154833
series_003_slice_019,1.459867850815855
series_003_slice_020,1.4563477577501558
series_003_slice_021,1.4493924676879706
series_003_slice_022,1.4397260596061268
series_003_slice_023,1.4401207957994846
series_003_slice_024,1.441117751446826
series_003_slice_025,1.5886375856884758
series_003_slice_026,1.5492566202664597
series_003_slice_027,1.5319299550589873
series_003_slice_028,1.554464199572929
series_003_slice_029,1.5513887152486256
series_003_slice_030,1.576791331958993
series_003_slice_031,1.5882077058876827
series_003_slice_032,1.5839289833101489
series_003_slice_033,1.5845381853986127
series_003_slice_034,1.5778663347730555
series_003_slice_035,1.5727920314427848
series_003_slice_036,1.560087248489773
series_003_slice_037,1.5583783529105866
series_003_slice_038,1.564393384080951
series_003_slice_039,1.5578152426003942
series_003_slice_040,1.5467652561291774
series_003_slice_041,1.544902121397102
series_003_slice_042,1.529818118385907
series_003_slice_043,1.5386386035848074
series_003_slice_044,1.5169810098604872
series_003_slice_045,1.5132534703987393
series_003_slice_046,1.504257517824538
series_003_slice_047,1.4948923252076867
series_003_slice_048,1.490309887094061
series_003_slice_049,1.484380139793733
series_003_slice_050,1.50163561338324
series_003_slice_051,1.537609363170938
series_003_slice_052,1.5375981989569143
series_003_slice_053,1.5246351962648157
series_003_slice_054,1.5292844028865622
series_003_slice_055,1.4455407864474814
series_003_slice_056,1.4598260415313884
series_003_slice_057,1.4536158235250274
series_003_slice_058,1.4575966563817688
series_003_slice_059,1.4651431985594978
series_003_slice_060,1.474380414757967
series_003_slice_061,1.472284487641172
series_003_slice_062,1.4654087452063822
series_003_slice_063,1.4571739311003733
series_003_slice_064,1.4646966071931233
series_003_slice_065,1.4653866181570747
series_003_slice_066,1.460276734762916
series_003_slice_067,1.4542783036686906
series_003_slice_068,1.4544986262152706
series_003_slice_069,1.4625542003010894
series_003_slice_070,1.4630627193500465
series_003_slice_071,1.4621185587809358
series_003_slice_072,1.4649114567685908
series_003_slice_073,1.4649348929978616
series_003_slice_074,1.4598573986069934
series_003_slice_075,1.4660229628613322
series_003_slice_076,1.4676015706305263
series_003_slice_077,1.4740155571746754
series_003_slice_078,1.4647773422447234
series_003_slice_079,1.4582403244150122
series_003_slice_080,1.4684551835928474
series_003_slice_081,1.4663950119441513
series_003_slice_082,1.4643827399563378
series_003_slice_083,1.466071100402551
series_003_slice_084,1.459726739681443
series_003_slice_085,1.4593229296786703
series_003_slice_086,1.4772572976753766
series_003_slice_087,1.4759617143333137
series_003_slice_088,1.4748564052190387
series_003_slice_089,1.470749812505964
series_003_slice_090,1.47770654670797
series_003_slice_091,1.4825209432476725
series_003_slice_092,1.4837413840939555
series_003_slice_093,1.489640383750518
series_003_slice_094,1.4899591714270333
series_003_slice_095,1.4914600136819323
series_003_slice_096,1.482559539474195
series_003_slice_097,1.4712256811525595
series_003_slice_098,1.4759500838112187
series_003_slice_099,1.4734719847833573
series_004_slice_000,1.6565977487230323
series_004_slice_001,1.5382530291183556
series_004_slice_002,1.518139827274237
series_004_slice_003,1.5111748557265232
series_004_slice_004,1.5459524158493083
series_004_slice_005,1.6304991181437598
series_004_slice_006,1.6122606203282794
series_004_slice_007,1.6151410851989545
series_004_slice_008,1.6132859791092915
series_004_slice_009,1.5960748209229965
series_004_slice_010,1.6104554928749972
series_004_slice_011,1.6023661760223682
series_004_slice_012,1.593872065637984
series_004_slice_013,1.601942361582958
series_004_slice_014,1.6064604506315614
series_004_slice_015,1.5772364163735142
series_004_slice_016,1.5790710635003051
series_004_slice_017,1.5922689100721719
series_004_slice_018,1.5875350347542776
series_004_slice_019,1.5879506830585677
series_004_slice_020,1.6018018590189738
series_004_slice_021,1.5986957479403083
series_004_slice_022,1.5929778977637046
series_004_slice_023,1.6062241607843843
series_004_slice_024,1.6221194044535339
series_004_slice_025,1.6377730513190627
series_004_slice_026,1.6497213417335346
series_004_slice_027,1.6647363292420927
series_004_slice_028,1.68138086880295
series_004_slice_029,1.691538182282369
series_004_slice_030,1.7232374391616831
series_004_slice_031,1.732253418035847
series_004_slice_032,1.7303717523605116
series_004_slice_033,1.7120240824066215
series_004_slice_034,1.696431577292626
series_004_slice_035,1.702336399995606
series_004_slice_036,1.6972229209242218
series_004_slice_037,1.7152830356340567
series_004_slice_038,1.727787187611318
series_004_slice_039,1.7215353850651023
series_004_slice_040,1.732502244119443
series_004_slice_041,1.7444282115226897
series_004_slice_042,1.72428861683039
series_004_slice_043,1.7048252962610229
series_004_slice_044,1.6910419732585782
series_004_slice_045,1.6925211485044331
series_004_slice_046,1.7066513092621616
series_004_slice_047,1.7046832034776285
series_004_slice_048,1.6812504084136353
series_004_slice_049,1.6742770328603542
series_004_slice_050,1.6786981552196603
series_004_slice_051,1.6651762338108353
series_004_slice_052,1.6632209763327546
series_004_slice_053,1.6666085550985674
series_004_slice_054,1.6688707400871825
series_004_slice_055,1.6666280106194213
series_004_slice_056,1.6858059892811195
series_004_slice_057,1.535598497049481
series_004_slice_058,1.5402591913262014
series_004_slice_059,1.5427078992322285
series_004_slice_060,1.5406999736130997
series_004_slice_061,1.5339207615884307
series_004_slice_062,1.5467405935136787
series_004_slice_063,1.5432752860064978
series_004_slice_064,1.5475283697482838
series_004_slice_065,1.5517747132693545
series_004_slice_066,1.5447058062401497
series_004_slice_067,1.5312911047576048
series_004_slice_068,1.5313845205580103
series_004_slice_069,1.5262044184046293
series_004_slice_070,1.5281926988454981
series_004_slice_071,1.5306071274859978
series_004_slice_072,1.5412507742008144
series_004_slice_073,1.5364565402090526
series_004_slice_074,1.5335476822232637
series_004_slice_075,1.5409463110203632
series_004_slice_076,1.5451983989252045
series_004_slice_077,1.5330053116817735
series_004_slice_078,1.53190380852208
series_004_slice_079,1.527576009354516
series_004_slice_080,1.5399458620538062
series_004_slice_081,1.536192100433274
series_004_slice_082,1.5332242733414057
series_004_slice_083,1.536822707941463
series_004_slice_084,1.5389509596320292
series_004_slice_085,1.5350593361584899
series_004_slice_086,1.575541279137308
series_004_slice_087,1.5880251518967325
series_004_slice_088,1.6750446826042293
series_004_slice_089,1.6922303762313908
series_004_slice_090,1.719559912158895
series_004_slice_091,1.737902653644594
series_004_slice_092,1.7376611868101572
series_004_slice_093,1.7230193778269551
series_004_slice_094,1.710956451450406
series_004_slice_095,1.667890989112448
series_004_slice_096,1.6441113441055037
series_004_slice_097,1.6427952535593677
series_004_slice_098,1.6406726648581949
series_004_slice_099,1.6491720723350616
series_005_slice_000,2.0809316397368303
series_005_slice_001,2.0125500785330823
series_005_slice_002,2.0120903782955892
series_005_slice_003,1.993537953739042
series_005_slice_004,2.00500149010962
series_005_slice_005,2.0005511478139044
series_005_slice_006,1.9995631694578553
series_005_slice_007,1.9846940872883125
series_005_slice_008,2.000294663657102
series_005_slice_009,1.9695888125017442
series_005_slice_010,1.952241987894143
series_005_slice_011,1.9605454740730202
series_005_slice_012,1.966552476746763
series_005_slice_013,1.9695539498146448
series_005_slice_014,1.9728041791687545
series_005_slice_015,2.0015748499326254
series_005_slice_016,1.9913361768639442
series_005_slice_017,2.001764472818586
series_005_slice_018,2.0087309046788993
series_005_slice_019,2.01136981197089
series_005_slice_020,2.029409660604936
series_005_slice_021,1.9950920921237414
series_005_slice_022,2.0051565452592706
series_005_slice_023,1.9943634715713887
series_005_slice_024,1.9675744800939041
series_005_slice_025,1.958641623180882
series_005_slice_026,1.9459379485255224
series_005_slice_027,1.9387183511832873
series_005_slice_028,1.9485884815200207
series_005_slice_029,1.93358289927511
series_005_slice_030,1.9256059361758175
series_005_slice_031,1.9281736296668353
series_005_slice_032,1.8928733886679647
series_005_slice_033,1.896003575768298
series_005_slice_034,1.877035434914797
series_005_slice_035,1.8724907933659471
series_005_slice_036,1.8463034324688057
series_005_slice_037,1.8746663114530209
series_005_slice_038,1.843577231378344
series_005_slice_039,1.8608392671911007
series_005_slice_040,1.8366531600501674
series_005_slice_041,1.8345947549906116
series_005_slice_042,1.732787359277157
series_005_slice_043,1.7247288145220332
series_005_slice_044,1.7271114529604816
series_005_slice_045,1.7271125573177133
series_005_slice_046,1.7223262687072116
series_005_slice_047,1.717613260457662
series_005_slice_048,1.7145956985318225
series_005_slice_049,1.7046082363704433
series_005_slice_050,1.7015754580113809
series_005_slice_051,1.6950210813038442
series_005_slice_052,1.7084195495187164
series_005_slice_053,1.711694280048166
series_005_slice_054,1.7213004869025448
series_005_slice_055,1.7209126131701078
series_005_slice_056,1.704137098931047
series_005_slice_057,1.70724911903429
series_005_slice_058,1.7038427118053667
series_005_slice_059,1.7450786601266135
series_005_slice_060,1.7762165897027187
series_005_slice_061,1.769131310005285
series_005_slice_062,1.7480894286021595
series_005_slice_063,1.7403176712668949
series_005_slice_064,1.7332474075929651
series_005_slice_065,1.7150706356171603
series_005_slice_066,1.711009960294947
series_005_slice_067,1.7075875988407867
series_005_slice_068,1.7244689123858268
series_005_slice_069,1.6941228815072666
series_005_slice_070,1.7039456971161677
series_005_slice_071,1.7321389019883047
series_005_slice_072,1.7120987247986115
series_005_slice_073,1.727009849074066
series_005_slice_074,1.727344456693659
series_005_slice_075,1.7564882164398905
series_005_slice_076,1.7352347777424006
series_005_slice_077,1.7320408966663026
series_005_slice_078,1.7347202816495824
series_005_slice_079,1.7160345648283273
series_005_slice_080,1.6901788993813829
series_005_slice_081,1.6883011788070659
series_005_slice_082,1.6842778844916002
series_005_slice_083,1.6915844125278026
series_005_slice_084,1.684239380990858
series_005_slice_085,1.7006459523585258
series_005_slice_086,1.7147970345288408
series_005_slice_087,1.7122212649527075
series_005_slice_088,1.7077316837437049
series_005_slice_089,1.729495220300136
series_005_slice_090,1.771501602038618
series_005_slice_091,1.6579730589809476
series_005_slice_092,1.6586183133779322
series_005_slice_093,1.6510272902896699
series_005_slice_094,1.6516983539352996
series_005_slice_095,1.6410237145718247
series_005_slice_096,1.645827410079663
series_005_slice_097,1.6440800208597617
series_005_slice_098,1.6432062098072837
series_005_slice_099,1.640800539344167
series_006_slice_000,1.4571372804080878
series_006_slice_001,1.4474540721610565
series_006_slice_002,1.4209249487432254
series_006_slice_003,1.4078021490497663
series_006_slice_004,1.4018308929021794
series_006_slice_005,1.4232292014511512
series_006_slice_006,1.4288200706994543
series_006_slice_007,1.526020696537162
series_006_slice_008,1.5872839112281552
series_006_slice_009,1.5907744511690485
series_006_slice_010,1.588261747451587
series_006_slice_011,1.5964452355582759
series_006_slice_012,1.603878375153539
series_006_slice_013,1.6138167335428428
series_006_slice_014,1.6209619675351155
series_006_slice_015,1.6141570810411825
series_006_slice_016,1.6175011961754175
series_006_slice_017,1.628800862148334
series_006_slice_018,1.6421612041484102
series_006_slice_019,1.6413363413242157
series_006_slice_020,1.6576451597329078
series_006_slice_021,1.6541642785555546
series_006_slice_022,1.670581923649076
series_006_slice_023,1.6697219818227318
series_006_slice_024,1.663511086383702
series_006_slice_025,1.6652621391070415
series_006_slice_026,1.6731761967004783
series_006_slice_027,1.6815782418016656
series_006_slice_028,1.681561227800462
series_006_slice_029,1.6910385895154696
series_006_slice_030,1.6958097089141977
series_006_slice_031,1.6968104341422652
series_006_slice_032,1.7061896792078972
series_006_slice_033,1.7061471984970855
series_006_slice_034,1.7142163217214594
series_006_slice_035,1.7096884710287865
series_006_slice_036,1.7015956346492611
series_006_slice_037,1.709222081682693
series_006_slice_038,1.7131489436060472
series_006_slice_039,1.7030522042212137
series_006_slice_040,1.706713893554841
series_006_slice_041,1.7045601214153554
series_006_slice_042,1.7066434860642075
series_006_slice_043,1.7033254522948769
series_006_slice_044,1.7103744346742058
series_006_slice_045,1.7072781661382148
series_006_slice_046,1.706123721861013
series_006_slice_047,1.7066066047908126
series_006_slice_048,1.7029088434360584
series_006_slice_049,1.7058307957160586
series_006_slice_050,1.706449012189105
series_006_slice_051,1.7063327643474313
series_006_slice_052,1.6923881658347242
series_006_slice_053,1.6667538937949025
series_006_slice_054,1.6620669152185368
series_006_slice_055,1.6659240339712045
series_006_slice_056,1.667147503474076
series_006_slice_057,1.6657064850934638
series_006_slice_058,1.670456328948419
series_006_slice_059,1.676700651053189
series_006_slice_060,1.6884118901184508
series_006_slice_061,1.6892397354398998
series_006_slice_062,1.6713170341566286
series_006_slice_063,1.6719286188101705
series_006_slice_064,1.6755911623687334
series_006_slice_065,1.666788223920015
series_006_slice_066,1.6758028753703729
series_006_slice_067,1.6732297738136752
series_006_slice_068,1.6749296714479909
series_006_slice_069,1.6778889807984214
series_006_slice_070,1.6745025807153198
series_006_slice_071,1.673401892930587
series_006_slice_072,1.6628986999157949
series_006_slice_073,1.666099197420289
series_006_slice_074,1.665719080803346
series_006_slice_075,1.6641736776974378
series_006_slice_076,1.6500808696002458
series_006_slice_077,1.653813711540834
series_006_slice_078,1.6881757725322455
series_006_slice_079,1.6977555212145397
series_006_slice_080,1.694762250492192
series_006_slice_081,1.684873444193723
series_006_slice_082,1.6845881452860463
series_006_slice_083,1.6424666467819113
series_006_slice_084,1.6608259219195496
series_006_slice_085,1.673136297735717
series_006_slice_086,1.672744097266945
series_006_slice_087,1.6744285405773518
series_006_slice_088,1.6710008849547422
series_006_slice_089,1.659901175257459
series_006_slice_090,1.6581249061351508
series_006_slice_091,1.6567531757039364
series_006_slice_092,1.6548144759177783
series_006_slice_093,1.6521694370968594
series_006_slice_094,1.652812341209342
series_006_slice_095,1.6463372469109743
series_006_slice_096,1.6489650370336464
series_006_slice_097,1.6422123087743081
series_006_slice_098,1.6442737513667223
series_006_slice_099,1.6479711370070178
series_007_slice_000,1.6901642289581238
series_007_slice_001,1.677500165549894
series_007_slice_002,1.6806251924797677
series_007_slice_003,1.6920466455112688
series_007_slice_004,1.6902601486508482
series_007_slice_005,1.7009330432951901
series_007_slice_006,1.698682117130393
series_007_slice_007,1.699696861615835
series_007_slice_008,1.6963989714141081
series_007_slice_009,1.704359814331758
series_007_slice_010,1.6956882324127183
series_007_slice_011,1.6906426448218543
series_007_slice_012,1.6846855146296964
series_007_slice_013,1.6912517521095645
series_007_slice_014,1.7040968055986616
series_007_slice_015,1.697444296191152
series_007_slice_016,1.7046708956713106
series_007_slice_017,1.702347604257913
series_007_slice_018,1.7050960229587557
series_007_slice_019,1.7052940065941067
series_007_slice_020,1.7080834678963384
series_007_slice_021,1.7048264150548436
series_007_slice_022,1.7084106179720404
series_007_slice_023,1.7022389198017682
series_007_slice_024,1.7095735591516354
series_007_slice_025,1.6920195914502771
series_007_slice_026,1.6826973850047884
series_007_slice_027,1.6833830168288073
series_007_slice_028,1.6730576369896684
series_007_slice_029,1.6730473766197007
series_007_slice_030,1.678049255593893
series_007_slice_031,1.6766551480109326
series_007_slice_032,1.6743658886726016
series_007_slice_033,1.6676965710306368
series_007_slice_034,1.678959462497229
series_007_slice_035,1.6794387988119954
series_007_slice_036,1.6753384376343887
series_007_slice_037,1.6823255537495792
series_007_slice_038,1.6702302346877913
series_007_slice_039,1.6561751438714851
series_007_slice_040,1.6906087990934702
series_007_slice_041,1.9265239281672006
series_007_slice_042,1.931327586174129
series_007_slice_043,1.912780581567749
series_007_slice_044,1.9043068909993006
series_007_slice_045,1.898572124213311
series_007_slice_046,1.881297408105412
series_007_slice_047,1.84810112079549
series_007_slice_048,1.860495862595864
series_007_slice_049,1.8408128004654416
series_007_slice_050,1.7652619925506101
series_007_slice_051,1.6823833743708285
series_007_slice_052,1.6676085036176478
series_007_slice_053,1.7490809615924239
series_007_slice_054,1.7938642405639895
series_007_slice_055,1.6730086146541598
series_007_slice_056,1.6389395639519808
series_007_slice_057,1.6260114603049294
series_007_slice_058,1.6728079501210775
series_007_slice_059,1.7616873524779757
series_007_slice_060,1.7914404911140993
series_007_slice_061,1.7860908983087855
series_007_slice_062,1.8213945700840444
series_007_slice_063,1.8021460138198995
series_007_slice_064,1.8228150548317001
series_007_slice_065,1.8133311503528096
series_007_slice_066,1.8660502142492332
series_007_slice_067,1.7831475039244378
series_007_slice_068,1.6388546065428498
series_007_slice_069,1.6365975492117595
series_007_slice_070,1.6309225287173312
series_007_slice_071,1.7263581167915623
series_007_slice_072,1.8341705260293242
series_007_slice_073,1.8266042268945357
series_007_slice_074,1.8210102103050263
series_007_slice_075,1.8254771823716052
series_007_slice_076,1.820874041604917
series_007_slice_077,1.8496258743984257
series_007_slice_078,1.8464428907705088
series_007_slice_079,1.8542286151724168
series_007_slice_080,1.8946550781053089
series_007_slice_081,1.899027163760743
series_007_slice_082,1.8960015637998933
series_007_slice_083,1.896571871372464
series_007_slice_084,1.8944849382226145
series_007_slice_085,1.6941408952040367
